Score,Review
50,Ordered the mandu and kalguksu. You will have to pay first before they serve the food. The food arrived very fast. Both were good but the mandu is outstanding. Highly recommended. Noodle refill is free also.
50,The dumplings! Oh the dumplings! I can't properly describe just how delicious the dumplings are.  It is a very nice hole in the wall (of sorts) and is really cheap! We were a party of 5 and ordered two dumplings and two of the noodle soup and we have more than our fair share of the food and still had some left over.  Service was fast and polite.
40,"I actually chanced upon this place while searching what to eat around Myeongdong area.  The flavour of the soup broth, the springy noodles and the dumplings- with fresh ingredients and abit of the broth in it, every mouth is just delicious!  I will definitely come back again!"
30,"Myeongdong Kyoja is great for a fuss-free, on-the-go dinner in town. This is where to fill up without emptying your wallet.  The greatest part of this restaurant is that they only serve 4 items on their menu. This makes ordering an easy task. It is known for kalguksu, which literally means knife-cut noodles in Korean. Its other speciality is mandu, or steamed pork dumplings. And rest assured, those big, plump, juicy dumplings will fill you up  It’s a good cheap eat in Seoul. When to go? Only the seriously hungry need apply. This is the true truth as I say it as it is…"
50,"This place. Man, you want to talk about quality, this is it. This restaurant in a Myeongdong institution that packs in customers on several floors. Be prepared to wait for quite a bit (unless you have a bigger party) and don't expect friendly personable service. However, if you want some great authentic food, then this is it. The main draw is the kalguksu and the portions of this amazing noodle and dumpling soup are huge. Best of all, you can get refills on the noodles. Be sure to pair it with the mandoo (meat dumplings) and you'll be filled with that toasty feeling in your stomach in no time. I've been here many times and I always have a hankering to return, especially in the frigid Korean winters. Go out and enjoy!"
40,"The shop is not too obvious on the street, as there is only Korean show on the window. You can try the traditional Korean Dumplings, noodles.The taste is quite good."
50,"Good noodles, and free second round refills. Not cheap but good. A bit of wait, long line. In the middle of main shopping district"
40,"Great food, crappy service personnel attitude (I can understand it but still). Long long lines so if you don't mind waiting then it is okay! Feels more like a fast-food restaurant."
40,The shop is full of people but the staff is quick to help us find seats for 12 people. We ordered dumplings and noodles soup. The noodles soup and dumplings is very nice esp during winter. We tried dumplings from other shop but this one is the best! The portion of the noodles shop was big and enough for 2 people sharing. The shop is full with people but the staff is quick to help us find seat.
40,"This place is always packed. Had to wait a fair bit (our group of 7). 3 floors of seating. Order and pay, before you get served your food. Service is quick. Portions are large, a bowl of noodle can serve 2 adults. The gyoza (dumplings) is what people come here for. You will not be disappointed. Kimichi is free flow, but be warned, it is fiery hot. Good kick to your palette."
30,"I've been visiting Myeongdong Kyoja since I was a kid! Our family would frequent here when visiting the Myeongdong Cathedral and I used to order the dumplings. I wasn't a great fan of their noodles until I got older. During the winter, I order the hot Kalgooksu noodles and on hot summer days I order the cold spicy noodles. You can never go wrong with dumplings so we always more than enough. I don't know if it's just me...but it seems like it's not as good as it used to be? I don't go as often because the wait is too long as this place got popular among tourists. Plus, they opened locations in So Cal so I can always visit the ones near my neighborhood. :)"
50,Delicious dumplings & noodles. Serving time is very fast. Location not hard to find & got many place to sit ( not only 1 floor) They also provide mouth wash 👍🏻in the toilet so After eating garlic still smell fresh 😊
30,"It didn't taste particular good. However if you really wanna try Korean gyoza, this would be the place."
40,Only offer 4 food items (2 cold and 2 hot). Since we were here in Winter so we didn't try the cold noodles. The hot noodle in soup and the gyoza are very tasty and good for value. Not very pleasant customer service though but it's ok if you're looking for some quick and different Korean food.
