,Unnamed: 0.1,index,Unnamed: 0,북촌한옥마을부정단어리뷰,index.1,단어,번역
386,386,220,2709,We saw pictures online of the place with a lot of traditional houses and activities happening. We went during Summer in Korea and Summer is extremely hot and humid. Had to walk about 300M from the subway and up and extremely steep slope to the Bukchon Village. Nothing much to see except beautiful traditional houses but that is about it. Great place to take some pictures but if you're there in the summer i'd say it isn't worth to travel all the way.,386,much,우리는 많은 전통 가옥과 활동이 일어나는 장소의 사진을 온라인으로 보았습니다. 우리는 한국의 여름에 갔고 여름은 매우 덥고 습합니다. 지하철에서 약 300M를 걸어야했고 북촌 마을까지 매우 가파른 경사를 올라야했습니다. 아름다운 전통 가옥을 제외하고는 볼 것이 많지 않지만 그게 전부입니다. 사진을 찍기에 좋은 곳이지만 여름에 거기에 있다면 끝까지 여행할 가치가 없다고 말하고 싶습니다.
387,387,221,2713,"If you like ancient architecture and buildings, you will enjoy the Bukchon Hanok Village. Don't except too much as you can only admire from the outside and not the inside as it is the actual residential area. There are also signs for you not to disturb the resident. Fair enough. Still nice to go and have a look, but I wouldn't say it is a must go.",387,much,고대 건축물과 건물을 좋아한다면 북촌 한옥 마을을 즐길 수 있습니다. 실제 주거 지역이므로 내부가 아닌 외부에서만 감탄할 수 있으므로 너무 많이 제외하지 마십시오. 거주자를 방해하지 말라는 표지판도 있습니다. 그럴 수 있지. 그래도 가서 구경하는 것은 좋지만 꼭 가봐야 할 곳은 아니라고 말하고 싶습니다.
388,388,222,2723,"This is a lovely neighborhood, with private houses more than a century old. It's nice to stroll the narrow streets, avoiding the tourists groups,that annoy the locals so much. Signs are placed in many walls, reminding the visitors these are family homes and asking for silence. A couple of such houses allow guided visits to admire the interiors. The lack of furniture there is to see is compensated with an intresting and versitle distribution. Take the time to visit one of this houses.",388,much,이곳은 100년이 넘은 개인 주택이 있는 아름다운 동네입니다. 현지인들을 너무 괴롭히는 관광객 그룹을 피하고 좁은 거리를 산책하는 것이 좋습니다. 많은 벽에 표지판이 설치되어 방문객들에게 이것이 가족의 집임을 상기시키고 침묵을 요구합니다. 그런 집 몇 채에서는 가이드 방문을 통해 인테리어를 감상할 수 있습니다. 볼 가구의 부족은 흥미롭고 다양한 배포로 보완됩니다. 시간을 내어 이 집 중 한 곳을 방문하십시오.
389,389,223,2733,After decades of war there wasn't much left of the city but in this place you can still catch a glimps of what it must have been like.,389,much,수십 년의 전쟁이 끝난 후 도시에는 별로 남아 있지 않았지만 이 곳에서 당신은 여전히 ​​그곳이 어떠했을지 살짝 엿볼 수 있습니다.
390,390,224,2739,"Located North east of the main palace I love how this area has renovated and offers lots of shops, restaurants and cafes while at the same time retaining much of it's traditions. Definitely worth checking out",390,much,"본궁의 북동쪽에 위치하여 이 지역이 개조되었으며 많은 상점, 레스토랑 및 카페를 제공하는 동시에 전통의 대부분을 유지하는 방식이 마음에 듭니다. 확실히 체크 아웃 할 가치가 있습니다"
391,391,225,2758,Nice but a bit disspointed as there isnt much to see. There are some good houses and residents are well off judgibg by their cars etc. Fairly commercialised,391,much,멋지지만 볼 것이 많지 않아 약간 실망했습니다. 좋은 집이 있고 주민들이 차 등으로 판단하면 잘 사는 편이다.
392,392,226,2769,"This is a very fascinating area, and a definite visit if in Seoul to get a sense of culture, history and tradition. The Bukchon Hanok Village is nestled between the Gyeongbokgung Palace and the Changdeokgung Palace. It is located in the Insadong area of Seoul and an easy walk from the Angkuk subway station. The history of the village goes back 600 years, but the area has been preserved and reconstructed to the way it was. The narrow streets and the walls are all brick. Many winding hilly paths, and great views of the old Korean residential neighborhoods. There are still people living in these houses and also some people still working their businesses out of these houses. The problem is if you start on one path and continue, you my not see what is in the other direction. There really is no specific course to take so it is pretty much on your own instincts. There will be modern structures also as you go thru the area, maybe a place for a meal or drink and of course souvenirs, but not in a tacky way. It is a great picture taking attraction.",392,much,"이것은 매우 매혹적인 지역이며 문화, 역사 및 전통에 대한 감각을 얻기 위해 서울에 있다면 반드시 방문해야 합니다. 북촌한옥마을은 경복궁과 창덕궁 사이에 자리잡고 있다. 서울의 인사동 지역에 위치하고 있으며 Angkuk 지하철역에서 쉽게 걸어 갈 수 있습니다. 마을의 역사는 600년 전으로 거슬러 올라가지만, 그 지역은 그대로 보존되고 재건되었습니다. 좁은 거리와 벽은 모두 벽돌입니다. 구불구불한 구불구불한 길과 한국의 오래된 주거 지역의 멋진 전망. 아직도 이 집에 사는 사람들이 있고, 이 집에서 여전히 사업을 하는 사람들도 있습니다. 문제는 한 경로에서 시작하여 계속하면 다른 방향에 무엇이 있는지 알 수 없다는 것입니다. 실제로 취해야 할 특정 과정은 없으므로 거의 자신의 본능에 따릅니다. 이 지역을 가다 보면 현대적인 건축물이 있을 것입니다. 식사나 음료를 즐길 수 있는 장소는 물론 기념품을 위한 장소일 수도 있지만 지저분한 방식은 아닙니다. 멋진 사진 촬영 명소입니다."
393,393,227,2779,"Just like much of the old Korean architecture, most of Seoul was destroyed in the Korean war and in rebuilding, several areas were rebuilt to dimensions of the old style villages that Seoul originally began as. There are a plethora of small shops, museums and art centers. Weekends are the time to visit, as the areas are residential and more are open on the weekends. Interesting, but not more then other Korean sites.",393,much,"한국의 오래된 건축물의 대부분과 마찬가지로 서울의 대부분은 한국 전쟁으로 파괴되었고 재건 과정에서 서울이 원래 시작된 구식 마을의 크기로 여러 지역이 재건되었습니다. 작은 상점, 박물관 및 아트 센터가 많이 있습니다. 지역은 주거 지역이고 주말에는 더 많은 곳이 문을 열기 때문에 주말은 방문 시간입니다. 흥미롭지 만 다른 한국 사이트보다 많지는 않습니다."
394,394,228,2786,"i was here on Monday and the information center was closed,but there were a lot of walking information provider which are wearing a red jacket.you can get the bukchon map from them so you can plan the route that you will like to go.I only visit the 5 photospot out of the 8 as not much time i have,if you are really good stamina and have more time,give here a visit for looking at the traditional hanok.",394,much,나는 월요일에 여기에 있었고 정보 센터는 닫혀 있었지만 빨간 재킷을 입은 도보 정보 제공자가 많이있었습니다. 북촌지도를 얻을 수 있으므로 가고 싶은 경로를 계획 할 수 있습니다. 시간이 많지 않아 8개 중 5개 포토스팟만 가보세요. 체력이 좋고 시간이 많으신 분들은 한옥 구경을 위해 방문해 보세요.
395,395,229,2790,It's hard to see those old fashion houses in big city so please enjoy a walk here. Not to make too much noise here as this is a residential area.,395,much,대도시에서는 이런 고풍스러운 집들을 보기 힘들기 때문에 이곳에서 산책을 즐겨보세요. 이곳은 주거 지역이므로 너무 시끄럽게 하지 마십시오.
396,396,230,2794,"There's not much here apart from pretty houses and people taking photographs. But, the pretty houses are very pretty! And walking up the hill to get to the viewing point is a nice way to walk off a meal ^^",396,much,예쁜 집들과 사진을 찍는 사람들 외에는 별로 없습니다. 하지만 예쁜 집들은 너무 예뻐요! 그리고 전망대까지 올라가기 위해 언덕을 오르내리는 것도 한끼 식사를 하기 좋은 방법입니다^^
